psraid,sample,form,int_date,lang,state,cregion,density,usr,pial1a,pial1b,pial2a,pial2b,pial2c,pial2d,pial2e,pial3a,pial3b,pial3c,pial3d,pial4a,pial4b,pial4c,pial5,relig,chr,born,attend,ql1,ql1a,qc1,hh1,employ,par,sex,age,educ2,hisp,race,inc,income,reg,party,partyln,ideo,raceos,pial5os,religos,zipcode,weight,standwt
100716,1,2,21614,1,23,1,1,R, ,9,4,2,4,3,1,2,8,1,8,1,2,2,98,1, ,2,2,1, , ,1,3,2,2,77,8,2,1,6,3,1,1, ,2, , , ,04614,1,.306416064650422
100717,1,1,21614,1,13,3,2,R,2, ,5,5,5,4,5,2,2,3,3,8,1,2,97,11,1,1,4,1, , ,2,3,2,1,77,1,2,5,6,3,1,3,9,4, , ,CHURCH OF GOD,30240,2.06666666666667,.633259866944206
100721,1,1,21614,1,48,3,4,U,1, ,3,3,8,3,3,8,2,1,2,2,1,2,98,1, ,2,5,2,1, ,1,3,2,2,84,4,2,1,4,2,1,3,2,4, , , ,78746,1.66666666666667,.510693441084037
100726,1,1,21614,1,41,4,2,S,1, ,3,2,3,4,3,2,2,2,3,8,1,1,98,1, ,1,2,1, , ,2,1,2,2,57,4,2,1,6,3,1,1, ,2, , , ,97148,2.33333333333333,.714970817517652
100727,1,2,21614,1,41,4,2,S, ,2,4,1,4,4,4,2,8,1,3,1,1,1,2,1, ,2,2,1, , ,4,2,2,1,60,8,2,1,7,4,1,2, ,3, , , ,97222,1.33333333333333,.40855475286723
100728,1,2,21614,1,36,1,4,S, ,2,2,2,3,8,2,1,8,1,2,1,1,1,2,5, , ,5,1, , ,2,3,2,2,75,6,2,1,7,4,1,2, ,4, , , ,11755,1.33333333333333,.40855475286723
100731,1,2,21614,1,53,4,2,U, ,2,2,2,2,4,1,8,8,1,8,8,2,2,98,1, ,2,5,2,2, ,1,3,2,2,86,5,2,1,2,1,1,4,9,4, , , ,99208,1.36666666666667,.418768621688911
100732,1,2,21614,1,29,2,3,U, ,1,4,4,4,4,4,2,2,2,2,2,2,2,98,99,1,8,4,1, , ,1,2,2,2,53,5,2,1,3,1,3,2, ,3, , , ,65802,2.43333333333333,.745612423982695
100733,1,2,21614,1,19,2,1,R, ,2,4,2,2,4,3,2,2,2,2,2,2,2,7,2, ,2,9,1, , ,1,1,1,1,30,6,9,9,6,3,1,3,1,2, , , ,50682,2.13333333333333,.653687604587568
100734,1,2,21614,1,27,2,3,S, ,8,2,2,2,3,8,2,3,3,3,2,2,2,98,1, ,1,3,1, , ,1,1,2,2,48,5,2,1,5,2,1,4,1,3, , , ,55082,2.43333333333333,.745612423982695
100737,1,1,21614,1,6,4,3,S,1, ,3,2,2,3,3,2,3,1,2,1,1,1,2,5, , ,3,1, , ,2,3,2,2,73,6,2,1,8,4,1,1, ,3, , , ,92119,1.36666666666667,.418768621688911
100743,1,2,21614,1,45,3,3,S, ,1,2,2,2,2,4,1,2,1,2,1,1,2,7,1, ,1,4,1, , ,2,3,1,1,99,5,2,2,99,9,1,2, ,5, , , ,29229,2.13333333333333,.653687604587568
100747,1,2,21614,2,36,1,5,U, ,2,2,1,8,3,1,1,1,1,1,2,1,1,2,2, ,2,3,1, , ,3,1,2,1,44,2,1,2,3,1,1,2, ,4, , , ,10457,5.13333333333333,1.57293579853884
100753,1,2,21614,1,55,2,3,S, ,2,1,1,2,8,2,1,1,3,3,1,8,1,1,12, , ,5,1, , ,2,2,2,1,58,4,2,1,2,1,1,1, ,2, , , ,53066,2.13333333333333,.653687604587568
100756,1,2,21614,2,12,3,3,S, ,2,2,4,4,4,1,1,2,1,2,2,2,2,97,2, ,2,2,2,2, ,3,3,2,2,79,3,1,1,99,1,1,2, ,2, , , ,34655,5.63333333333333,1.72614383086405
100758,1,1,21614,1,45,3,2,U,2, ,2,2,3,3,3,2,2,2,2,2,1,2,2,2, ,2,3,2,2, ,2,1,2,1,66,4,2,1,6,3,3,3,2,4, , , ,29582,3.6,1.10309783274152
100761,1,1,21614,1,36,1,5,U,1, ,2,2,2,1,3,1,3,2,2,2,1,2,98,1, ,2,5,1, , ,2,3,1,2,33,4,2,4,6,3,1,2, ,3, , , ,11416,4.86666666666667,1.49122484796539
100771,1,2,21614,1,42,1,1,R, ,2,2,3,3,3,3,2,2,8,2,2,2,2,98,2, ,2,2,1, , ,2,3,2,2,73,4,2,1,99,9,1,1, ,2, , , ,18821,1.56666666666667,.480051834618995
100778,1,1,21614,1,48,3,5,S,1, ,2,2,3,4,3,2,2,2,2,2,2,2,2,1, ,1,4,1, , ,1,2,2,2,40,4,2,2,1,1,1,2, ,4, , , ,75042,4.86666666666667,1.49122484796539
100779,1,2,21614,1,55,2,1,R, ,2,3,3,3,4,3,2,2,1,2,2,1,2,98,1, ,1,4,1, , ,2,1,1,1,35,6,2,1,7,4,1,1, ,2, , , ,54829,2.23333333333333,.68432921105261
100783,1,2,21614,1,51,3,1,R, ,1,1,2,2,4,2,3,2,8,2,2,1,2,1,1, ,1,3,2,2, ,1,3,2,2,70,6,2,1,2,1,1,1, ,2, , , ,24317,1.23333333333333,.377913146402188
100785,1,1,21614,2,36,1,5,U,9, ,8,8,8,8,8,1,8,8,8,2,2,2,98,12, , ,4,2,2, ,1,3,2,2,80,9,1,1,99,9,3,2, ,2, , , ,10021,1.06666666666667,.326843802293784
100793,1,1,21614,1,6,4,4,U,1, ,2,2,4,4,2,1,2,8,8,2,2,2,98,1, ,2,5,2,1, ,2,3,2,2,83,5,2,1,5,2,1,2, ,3, , , ,95125,2.73333333333333,.837537243377821
100794,1,2,21614,1,6,4,4,U, ,8,8,2,9,4,8,9,2,2,8,8,2,2,98,2, ,2,4,2,2, ,2,3,2,1,74,6,2,1,9,4,1,3,9,8, , , ,95831,2.16666666666667,.663901473409249
100795,1,1,21614,1,47,3,4,S,1, ,4,2,2,4,4,1,2,1,2,2,2,1,97,12, , ,6,2,1, ,3,3,2,1,77,3,2,1,2,1,1,2, ,8, , , ,37072,6.83333333333333,2.09384310844455
100798,1,2,21614,1,41,4,2,U, ,2,3,2,3,4,3,2,2,2,2,2,2,2,4,1, ,2,2,1, , ,4,3,2,1,18,2,2,1,9,4,1,1, ,2, , , ,97330,2.46666666666667,.755826292804375
100804,1,2,21614,1,36,1,5,U, ,2,2,2,3,4,2,1,1,2,3,2,2,2,97,13, ,1,1,1, , ,2,3,2,1,69,4,2,5,99,4,1,2, ,3, , , ,11040,1.9,.582190522835803
100810,1,2,21614,1,29,2,1,R, ,8,2,2,4,4,3,2,2,8,2,2,2,2,98,1, ,1,2,1, , ,4,3,2,2,74,2,2,1,2,1,1,1, ,2, , , ,63435,2.63333333333333,.806895636912779
100811,1,2,21614,1,27,2,5,S, ,2,8,2,4,3,3,2,2,3,2,2,1,2,98,1, ,2,3,2,2, ,1,3,2,1,69,6,2,1,5,2,1,3,9,3, , , ,55422,1.43333333333333,.439196359332272
100812,1,2,21614,1,42,1,3,S, ,2,4,4,4,4,5,3,2,2,2,2,1,2,7,11,2, ,1,1, , ,1,3,1,1,63,8,2,1,2,1,1,1, ,2, , ,BIBLICAL CHRISTIANITY,17404,1,.306416064650422
100814,1,2,21614,1,22,3,1,R, ,2,2,2,3,8,2,8,1,1,1,2,1,2,98,1, ,1,3,2,2, ,2,3,2,1,70,2,2,2,1,1,1,2, ,3, , , ,71254,4,1.22566425860169
100819,1,1,21614,1,39,2,3,U,1, ,2,2,3,3,2,2,1,2,2,2,1,2,2,2, ,2,2,1, , ,1,3,2,2,65,4,2,1,6,3,1,3,2,4, , , ,44512,1.23333333333333,.377913146402188
100821,1,1,21614,1,42,1,2,S,1, ,4,2,2,2,3,1,2,1,1,1,1,1,98,2, ,2,1,2,1, ,1,1,2,1,65,8,2,1,2,1,1,1, ,8, , , ,16046,1,.306416064650422
100827,1,1,21614,1,24,3,4,S,2, ,1,1,2,4,2,1,2,1,1,2,1,1,98,12, , ,2,1, , ,2,3,1,2,30,3,2,1,3,1,1,3,9,9, , , ,21220,4.76666666666667,1.46058324150035
100829,1,1,21614,1,26,2,5,S,1, ,4,8,2,4,3,2,2,2,2,2,2,2,98,1, ,8,5,2,2, ,2,3,2,1,61,2,2,1,1,1,3,4,2,3, , , ,48111,5.56666666666667,1.70571609322068
100833,1,1,21614,1,53,4,1,R,1, ,3,2,3,3,3,8,1,1,8,1,1,8,98,12, , ,5,1, , ,2,3,2,1,67,8,2,1,6,3,1,2, ,4, , , ,98368,1.03333333333333,.316629933472103
100836,1,2,21614,1,34,1,2,S, ,8,2,2,4,4,4,2,8,2,1,2,2,2,98,98,1,2,5,2,1, ,2,2,2,2,55,4,2,1,2,1,1,2, ,3, , , ,07825,4.1,1.25630586506673
100838,1,2,21614,1,6,4,4,U, ,2,4,2,4,4,2,2,2,2,2,2,2,2,97,11,2, ,1,1, , ,3,1,1,2,42,6,2,2,8,4,3,4,9,9, , ,JEHOVA WITNESS,95111,5,1.53208032325211
100839,1,2,21614,1,53,4,1,U, ,2,3,3,4,4,4,2,2,2,8,2,2,2,98,1, ,1,2,2,2, ,1,3,2,2,85,3,2,1,3,1,1,2, ,3, , , ,98632,1.76666666666667,.54133504754908
100842,1,2,21614,1,19,2,2,U, ,2,2,2,2,3,3,1,2,2,2,1,1,2,98,13, ,1,3,1, , ,2,1,1,1,37,6,2,1,6,3,1,3,2,3, , , ,52003,2.3,.704756948695972
100843,1,2,21614,1,19,2,1,R, ,1,3,2,3,3,2,2,2,2,2,1,1,2,6,1, ,2,2,1, , ,2,3,2,2,74,5,2,1,5,2,1,1, ,2, , , ,50401,1.6,.490265703440676
100845,1,1,21614,1,29,2,4,U,1, ,2,1,2,4,3,2,8,8,1,2,2,2,4,1, ,1,5,2,2, ,9,3,9,1,78,8,2,2,1,1,1,2, ,3, , , ,64128,2.13333333333333,.653687604587568
100846,1,1,21614,1,17,2,5,S,2, ,2,2,3,3,2,2,2,2,2,2,2,1,98,5, , ,4,1, , ,2,2,2,2,71,4,2,1,6,3,1,3,2,3, , , ,60090,2.23333333333333,.68432921105261
100847,1,2,21614,1,48,3,2,U, ,1,3,1,2,3,4,2,2,1,2,2,1,2,4,12, , ,6,1, , ,1,1,2,2,49,5,2,1,3,1,1,3,9,4, , , ,78130,2.23333333333333,.68432921105261
100848,1,1,21614,1,17,2,5,U,2, ,2,4,4,4,2,2,2,2,1,2,1,1,2,1, ,1,2,1, , ,2,1,9,2,55,4,2,2,4,2,1,2, ,5, , , ,60644,3.13333333333333,.96010366923799
100849,1,1,21614,1,40,3,2,S,2, ,1,1,2,1,4,2,1,1,2,2,1,1,7,1, ,2,1,1, , ,2,1,2,1,59,5,2,1,6,3,1,1, ,1, , , ,73538,1.96666666666667,.602618260479164
100851,1,2,21614,1,28,3,2,U, ,2,1,1,2,2,1,2,2,2,2,2,2,2,98,1, ,1,1,1, , ,2,1,2,2,47,6,2,2,6,3,1,3,9,2, , , ,39209,2.46666666666667,.755826292804375
100856,1,1,21714,1,36,1,1,R,1, ,3,2,3,3,2,2,2,2,2,2,2,2,98,2, ,2,5,1, , ,2,1,1,2,32,3,2,1,3,1,3,3,1,8, , , ,13676,3.63333333333333,1.1133117015632
100857,1,2,21714,1,9,1,4,S, ,2,4,2,3,3,2,1,2,2,2,2,1,2,98,2, ,2,5,1, , ,3,1,1,2,53,3,2,1,99,2,1,2, ,3, , , ,06109,5.8,1.77721317497245
100861,1,1,21714,1,18,2,1,R,8, ,4,4,4,4,4,2,2,8,2,1,2,2,98,1, ,2,2,1, , ,1,1,2,2,58,4,2,1,5,2,1,1, ,2, , , ,47872,1.53333333333333,.469837965797314
100864,1,2,21714,1,36,1,1,R, ,8,3,2,3,4,4,2,2,2,2,2,1,2,6,1, ,1,1,1, , ,2,3,2,2,67,6,2,1,4,2,1,1, ,2, , , ,12164,1.16666666666667,.357485408758826
100866,1,2,21714,1,36,1,4,S, ,1,4,2,1,4,3,2,2,2,1,1,2,1,3,1, ,2,3,1, , ,2,3,2,1,76,8,2,1,8,4,1,4,2,4, , , ,14610,1.26666666666667,.388127015223868
100884,1,1,21714,1,12,3,4,S,8, ,2,2,8,4,4,2,2,1,2,2,1,2,6,1, ,1,2,1, , ,1,3,2,2,82,4,2,1,3,1,1,3,9,3, , , ,32806,1.26666666666667,.388127015223868
100886,1,1,21714,1,12,3,4,U,8, ,2,2,3,3,3,3,3,1,3,1,8,2,1,1, ,1,1,1, , ,1,3,2,2,78,8,2,1,2,1,1,1, ,1, , , ,32258,1,.306416064650422
100895,1,1,21714,1,13,3,1,R,1, ,4,1,1,4,1,3,3,3,2,1,1,2,6,1, ,2,5,1, , ,2,3,2,2,67,6,2,1,6,3,1,3,1,2, , , ,30642,1.36666666666667,.418768621688911
100898,1,2,21714,1,34,1,4,S, ,1,4,2,3,3,2,2,8,1,2,2,1,2,98,5, , ,1,1, , ,2,1,1,2,39,8,2,1,7,4,1,1, ,2, , , ,08701,4.7,1.44015550385699
100900,1,2,21714,1,34,1,5,S, ,2,1,2,3,4,3,1,2,2,2,1,1,2,7,1, ,2,3,1, , ,5,1,2,1,57,5,2,1,6,3,1,3,1,2, , , ,08816,2.9,.888606587486225
100905,1,2,21714,1,36,1,2,R, ,1,4,1,3,4,1,2,2,2,3,2,2,2,7,2, ,2,5,1, , ,4,1,2,2,51,4,2,1,8,4,1,4,9,3, , , ,13118,3.96666666666667,1.21545038978001
100908,1,2,21714,1,39,2,2,R, ,1,3,1,3,4,4,2,2,2,2,2,2,1,4,1, ,2,5,1, , ,2,3,2,2,66,4,2,1,5,2,1,1, ,1, , , ,44460,1.66666666666667,.510693441084037
100909,1,1,21714,1,21,3,1,R,8, ,2,3,3,3,3,1,3,1,1,2,2,2,7,1, ,1,4,2,2, ,1,3,1,1,25,2,2,1,1,1,1,2, ,4, , , ,41631,3.46666666666667,1.0622423574548
100916,1,1,21714,1,27,2,1,R,2, ,2,2,3,4,1,2,2,2,2,2,8,2,98,1, ,2,2,2,2, ,1,3,2,2,72,4,2,1,1,1,3,4,9,2, , , ,56257,1.46666666666667,.449410228153953
100917,1,2,21714,1,48,3,1,S, ,8,3,2,3,3,3,2,3,2,2,2,1,2,6,1, ,2,2,1, , ,2,3,2,2,71,6,2,1,99,9,1,3,1,2, , , ,78015,1.36666666666667,.418768621688911
100919,1,1,21714,1,17,2,3,U,2, ,2,2,3,3,4,2,1,2,1,2,2,2,98,12, , ,5,1, , ,1,3,2,2,67,3,2,1,1,1,3,2, ,3, , , ,61265,1.63333333333333,.500479572262357
100922,1,2,21714,1,55,2,2,S, ,2,2,2,3,4,4,3,8,3,8,2,1,1,2,1, ,2,2,1, , ,1,3,2,2,84,4,2,1,4,2,1,2, ,3, , , ,53085,1.03333333333333,.316629933472103
100923,1,2,21714,1,48,3,4,U, ,2,2,2,2,2,3,1,1,3,1,1,2,1,98,2, ,1,2,1, , ,2,1,2,1,53,6,1,6,99,9,1,2, ,3,HISPANIC, , ,78233,1.53333333333333,.469837965797314
100930,1,2,21714,1,48,3,3,S, ,2,3,2,2,4,4,1,8,2,2,2,1,2,98,2, ,2,5,1, , ,2,3,2,1,73,5,2,1,5,2,1,2, ,3, , , ,76258,2.36666666666667,.725184686339333
100932,1,1,21714,1,48,3,2,U,2, ,2,2,2,2,2,2,2,2,3,2,2,2,7,12, , ,6,1, , ,1,3,2,2,68,5,2,1,99,9,1,3,9,2, , , ,76028,1.13333333333333,.347271539937145
100933,1,2,21714,1,29,2,1,R, ,8,3,3,3,3,3,2,2,2,2,2,2,2,2,2, ,2,2,1, , ,1,3,2,2,84,5,1,1,3,1,1,2, ,2, , , ,65565,1,.306416064650422
100935,1,2,21714,1,37,3,1,R, ,2,2,2,2,4,1,1,1,1,1,2,2,2,2,8, , ,2,1, , ,2,1,2,1,54,7,2,3,9,4,1,1, ,3, , , ,27870,1.56666666666667,.480051834618995
100937,1,1,21714,1,17,2,1,R,1, ,2,2,2,8,2,1,1,1,1,2,2,2,98,2, ,2,2,1, , ,1,3,2,2,85,3,2,1,2,1,1,1, ,3, , , ,61354,1.3,.398340884045549
100939,1,2,21714,1,48,3,1,R, ,8,4,2,4,4,4,3,2,3,3,2,1,1,98,11,8, ,3,1, , ,2,1,2,1,59,6,2,1,5,2,1,9,2,5, , ,MENNONITE,75961,1.26666666666667,.388127015223868
100941,1,2,21714,1,17,2,5,S, ,1,2,1,4,4,2,2,2,8,2,2,1,2,98,2, ,2,4,1, , ,1,3,2,1,81,3,2,1,2,1,1,1, ,2, , , ,60475,1.9,.582190522835803
100949,1,1,21714,1,39,2,5,S,8, ,3,2,2,3,5,2,2,2,1,2,2,2,98,11,2, ,6,1, , ,1,1,2,2,65,6,2,9,99,9,1,9,2,9, , ,HUMANIST,44118,1.06666666666667,.326843802293784
100954,1,2,21714,1,17,2,3,S, ,1,1,2,3,4,4,2,2,2,2,2,1,1,98,1, ,2,6,1, , ,2,3,2,1,66,3,2,1,6,3,1,2, ,5, , , ,60449,2.73333333333333,.837537243377821
100957,1,1,21714,1,26,2,4,S,8, ,3,2,3,4,2,2,2,2,8,8,2,2,98,1, ,1,6,1, , ,1,3,2,2,79,3,2,1,3,1,1,3,9,2, , , ,48089,1.5,.459624096975634
100964,1,2,21714,1,12,3,3,S, ,2,4,2,2,2,2,8,8,8,1,2,1,8,6,1, ,2,4,1, , ,2,1,2,2,57,5,2,1,3,1,1,2, ,3, , , ,32309,3.43333333333333,1.05202848863312
100967,1,1,21714,1,34,1,4,S,1, ,2,1,3,3,3,2,1,2,2,2,2,1,2,99,1,2,5,1, , ,2,3,2,2,99,7,2,1,99,9,1,3,9,5, , , ,07920,1.33333333333333,.40855475286723
100970,1,1,21714,1,27,2,5,S,1, ,3,4,4,4,4,2,2,2,2,2,1,2,97,1, ,1,1,1, , ,1,2,2,2,77,4,2,1,99,9,1,1, ,1, , , ,55369,1.4,.428982490510591
100973,1,1,21714,1,54,3,2,S,8, ,2,2,3,3,2,2,2,1,2,2,2,2,98,1, ,1,2,1, , ,3,1,2,2,52,4,2,1,6,3,1,2, ,9, , , ,25312,4.53333333333333,1.38908615974858
100976,1,2,21714,1,19,2,1,R, ,1,3,2,4,4,4,2,2,2,2,2,1,2,97,1, ,1,1,1, , ,2,1,2,1,54,3,2,1,6,3,1,3,1,2, , , ,50251,3.26666666666667,1.00095914452471
100984,1,1,21714,1,21,3,1,S,8, ,2,2,4,4,2,2,2,2,3,2,2,2,98,12, , ,1,1, , ,2,3,2,2,68,3,2,5,99,9,1,2, ,9, , , ,42240,1.93333333333333,.592404391657483
100990,1,2,21714,1,51,3,5,S, ,2,3,1,2,8,1,2,8,1,2,2,8,1,98,12, , ,4,2,2, ,1,1,2,2,85,8,2,1,7,4,1,3,9,3, , , ,20110,1.7,.520907309905718
100991,1,1,21714,1,34,1,4,S,1, ,2,1,1,3,3,1,2,2,2,1,1,1,98,1, ,2,4,1, , ,1,3,2,1,63,5,2,1,8,4,1,1, ,2, , , ,07746,1.16666666666667,.357485408758826
100996,1,1,21714,1,47,3,1,R,2, ,3,2,4,4,4,2,2,2,2,2,8,2,98,11,1,1,2,1, , ,2,3,2,2,76,4,2,1,99,9,1,9,9,8, , ,BAPTIST,37345,1.76666666666667,.54133504754908
101001,1,2,21714,1,5,3,1,R, ,8,2,2,4,4,3,2,1,1,2,2,2,2,98,1, ,2,4,1, , ,2,3,2,1,61,3,2,1,4,2,1,3,9,3, , , ,72110,2.43333333333333,.745612423982695
101003,1,2,21714,1,48,3,4,U, ,2,3,2,3,3,3,8,2,2,2,2,1,2,97,12, , ,5,1, , ,1,1,2,1,53,4,1,4,4,2,1,4,2,4, , , ,78768,1.4,.428982490510591
101004,1,2,21714,1,17,2,3,S, ,1,4,3,3,4,2,1,2,2,2,2,1,2,98,2, ,2,5,2,2, ,1,3,2,2,72,3,2,1,4,2,3,1, ,2, , , ,60544,2.4,.735398555161014
101009,1,1,21714,1,36,1,5,U,2, ,2,2,3,4,2,2,2,2,2,2,2,1,98,2, ,2,4,1, , ,9,3,2,2,70,3,2,1,99,9,1,1, ,3, , , ,11234,2.86666666666667,.878392718664544
101013,1,1,21714,1,48,3,3,U,1, ,1,2,4,4,3,2,3,1,2,1,1,2,2,1, ,2,2,1, , ,6,1,2,1,64,6,2,1,99,9,1,1, ,1, , , ,75604,1.96666666666667,.602618260479164
101014,1,2,21714,1,40,3,2,S, ,2,4,2,4,3,3,2,2,2,2,2,2,2,97,12, , ,4,1, , ,2,2,2,2,56,3,2,1,5,2,1,1, ,3, , , ,74053,3.76666666666667,1.15416717684992
101015,1,1,21714,1,21,3,1,R,1, ,1,2,2,3,3,1,2,1,2,1,1,2,98,12, , ,3,1, , ,1,3,2,1,62,2,2,1,99,9,1,2, ,2, , , ,41713,1.5,.459624096975634
101019,1,1,21714,1,49,4,4,S,1, ,2,2,4,4,3,2,2,2,2,2,1,2,4,3, ,2,2,1, , ,2,2,1,2,39,5,2,1,9,4,1,1, ,2, , , ,84092,5.83333333333333,1.78742704379413
101027,1,1,21714,1,5,3,1,R,1, ,1,2,2,3,2,2,2,1,1,2,2,2,98,1, ,1,4,2,2, ,2,1,2,1,50,2,2,1,4,2,2,2, ,2, , , ,72422,6.7,2.05298763315783
101036,1,2,21714,1,4,4,1,S, ,2,3,2,3,3,3,1,2,2,2,1,2,1,7,1, ,2,6,2,2, ,2,3,2,1,70,3,2,1,6,3,1,3,1,2, , , ,85365,3.66666666666667,1.12352557038488
101041,1,1,21714,1,8,4,3,U,8, ,2,3,3,4,2,2,2,2,2,2,1,1,98,1, ,2,3,1, , ,1,2,2,2,62,6,2,1,5,2,1,2, ,3, , , ,80013,1.33333333333333,.40855475286723
101042,1,1,21714,1,34,1,5,S,2, ,3,2,3,3,2,1,3,3,2,2,1,1,7,2, ,2,2,1, , ,3,2,1,2,41,6,2,1,8,4,1,9,1,3, , , ,08879,7.23333333333333,2.21640953430472
101043,1,2,21714,1,13,3,5,S, ,2,2,2,2,4,3,1,2,1,1,2,1,1,7,10, , ,4,1, , ,3,3,2,1,18,3,2,2,6,3,1,3,2,2, , , ,30032,3.66666666666667,1.12352557038488
101047,1,2,21714,1,8,4,2,U, ,2,4,3,4,4,4,2,2,8,1,1,2,2,2,1, ,2,4,1, , ,1,3,2,1,70,6,2,1,4,2,1,1, ,3, , , ,80525,1,.306416064650422
101049,1,2,21714,1,49,4,4,S, ,2,4,2,4,3,3,2,1,2,2,1,1,2,2,1, ,1,1,1, , ,1,3,2,2,64,8,2,1,6,3,1,3,2,3, , , ,84093,1.2,.367699277580507
101050,1,2,21714,1,4,4,2,S, ,2,2,2,3,4,2,2,2,1,2,2,1,2,4,1, ,2,3,1, , ,2,3,2,1,65,6,2,1,7,4,1,1, ,2, , , ,85704,1.06666666666667,.326843802293784
101057,1,2,21714,1,36,1,4,S, ,8,1,2,3,1,8,2,3,2,8,2,2,2,98,5, , ,4,1, , ,3,1,2,2,47,8,2,1,6,3,1,3,2,3, , , ,14534,3.33333333333333,1.02138688216807
101063,1,2,21714,1,37,3,1,R, ,2,2,4,4,4,2,2,2,2,2,2,2,2,97,1, ,1,3,1, , ,1,3,2,2,72,3,2,2,99,1,1,3,9,4, , , ,27850,1.3,.398340884045549
101064,1,1,21714,1,9,1,2,R,2, ,3,2,3,2,2,2,2,2,2,2,2,2,98,11,2, ,4,1, , ,1,3,1,2,39,4,2,1,7,4,1,1, ,3, , ,SPIRITUAL,06752,3.46666666666667,1.0622423574548
101079,1,1,21714,1,33,1,3,S,2, ,1,1,1,1,1,1,1,2,1,1,1,1,7,11,1,1,3,2,2, ,1,3,1,2,30,1,2,1,99,9,3,3,1,8, , ,HALF JEWISH AND HALF CHRISTIAN,03076,4.1,1.25630586506673
101083,1,2,21714,1,13,3,1,R, ,1,1,2,3,4,2,2,2,2,1,2,2,2,2,1, ,2,3,1, , ,2,3,2,2,76,1,2,2,2,1,1,2, ,2, , , ,31719,2.1,.643473735765887
101090,1,2,21714,1,12,3,4,S, ,2,1,2,3,3,4,2,2,2,2,1,1,1,98,2, ,2,2,1, , ,2,1,1,1,40,6,2,1,6,3,1,3,9,3, , , ,33578,2.83333333333333,.868178849842864
101093,1,1,21714,1,6,4,3,U,1, ,2,1,3,4,2,1,2,2,2,2,1,2,2,1, ,2,2,2,1, ,1,3,2,1,93,8,2,1,6,3,1,1, ,2, , , ,95687,1.06666666666667,.326843802293784
101096,1,2,21714,1,48,3,5,U, ,1,4,8,4,4,4,2,2,2,2,2,2,2,97,1, ,1,2,2,2, ,2,1,2,2,51,3,2,2,99,9,1,2, ,2, , , ,76119,7.46666666666667,2.28790661605649
101099,1,2,21714,1,47,3,4,S, ,2,8,1,2,3,2,1,1,1,2,1,1,1,2,2, ,8,3,1, , ,1,3,2,2,68,3,2,1,7,4,1,3,9,3, , , ,38135,1.66666666666667,.510693441084037
101102,1,1,21714,1,12,3,3,S,2, ,8,2,2,3,4,9,2,2,9,2,1,2,2,1, ,2,6,2,2, ,1,3,2,1,58,6,2,1,1,1,3,3,1,2, , , ,33470,1.43333333333333,.439196359332272
101112,1,2,21714,1,6,4,1,R, ,1,4,1,3,4,3,2,8,2,2,2,1,2,98,1, ,2,6,1, , ,1,1,2,1,63,4,2,1,3,1,1,2, ,5, , , ,95501,1,.306416064650422
101120,1,1,21714,1,6,4,5,S,8, ,4,4,3,4,4,2,2,2,8,2,2,2,97,10, , ,6,2,2, ,2,3,2,1,97,2,2,1,5,2,3,4,9,9, , , ,92651,5.1,1.56272192971715
101121,1,1,21714,1,53,4,3,S,1, ,2,1,2,4,1,1,2,2,2,1,2,1,5,1, ,1,2,1, , ,2,1,2,1,32,4,2,3,7,4,1,1, ,2, , , ,98597,3.83333333333333,1.17459491449329
101127,1,2,21714,1,6,4,2,U, ,2,3,2,4,4,8,1,1,1,1,1,1,2,98,1, ,2,6,2,1, ,2,3,2,2,97,3,2,1,7,4,1,1, ,3, , , ,95401,3.26666666666667,1.00095914452471
101129,1,2,21714,1,36,1,5,U, ,2,2,1,4,4,3,2,2,1,2,2,1,1,98,12, , ,4,1, , ,1,2,2,2,73,6,2,5,4,2,1,4,2,2, , , ,11434,1,.306416064650422
101131,1,1,21714,1,54,3,2,S,2, ,3,2,3,3,2,2,2,8,2,2,2,1,98,1, ,2,1,1, , ,1,2,1,2,61,3,2,1,4,2,1,3,1,2, , , ,25071,2.33333333333333,.714970817517652
101140,1,1,21714,1,6,4,5,S,1, ,3,2,2,3,3,1,2,2,1,2,2,1,7,99,1,9,9,1, , ,2,3,2,1,57,3,1,1,3,1,1,2, ,2, , , ,90650,1.96666666666667,.602618260479164
101141,1,2,21714,1,27,2,1,R, ,8,2,3,3,4,3,2,2,2,2,2,2,2,98,1, ,1,2,1, , ,2,2,1,2,51,4,2,1,99,9,1,3,1,3, , , ,56636,3.16666666666667,.970317538059671
101146,1,2,21714,1,37,3,4,U, ,2,2,2,3,3,3,2,2,2,8,2,2,2,98,1, ,2,2,1, , ,1,3,2,2,77,3,2,1,4,2,1,1, ,3, , , ,27613,1.66666666666667,.510693441084037
101148,1,1,21714,1,36,1,3,S,2, ,4,1,4,4,5,2,2,2,2,2,2,2,98,99,9, ,9,1, , ,2,3,2,2,99,8,2,9,99,9,1,9,9,8, , , ,13112,1.46666666666667,.449410228153953
101154,1,1,21714,1,6,4,3,U,1, ,3,2,3,4,3,2,2,1,2,1,1,1,5,1, ,2,2,1, , ,1,3,2,2,73,7,2,1,8,4,1,3,9,3, , , ,95242,1,.306416064650422
101159,1,2,21714,1,47,3,2,S, ,8,2,2,3,2,4,2,2,2,3,2,2,2,2,13, ,2,4,1, , ,2,1,2,1,40,6,1,1,7,4,1,4,9,2, , , ,37804,1.8,.55154891637076
