psraid,sample,form,int_date,lang,state,cregion,density,usr,pial1a,pial1b,pial2a,pial2b,pial2c,pial2d,pial2e,pial3a,pial3b,pial3c,pial3d,pial4a,pial4b,pial4c,pial5,relig,chr,born,attend,ql1,ql1a,qc1,hh1,employ,par,sex,age,educ2,hisp,race,inc,income,reg,party,partyln,ideo,raceos,pial5os,religos,zipcode,weight,standwt
100437,1,1,21414,1,6,4,5,U,1, ,3,1,2,2,8,2,2,1,1,2,1,2,98,1, ,1,2,1, , ,1,3,2,2,91,4,2,1,4,2,1,1, ,3, , , ,90740,1.26666666666667,.388127015223868
100453,1,1,21514,1,47,3,1,R,2, ,3,3,4,4,8,2,8,2,8,8,8,1,98,1, ,1,2,2,2, ,1,3,2,2,83,2,2,1,1,1,1,1, ,3, , , ,38339,2.13333333333333,.653687604587568
100454,1,1,21514,1,36,1,3,U,8, ,8,8,3,4,8,8,8,8,8,8,2,2,98,1, ,2,1,2,2, ,1,3,1,2,88,2,2,1,1,1,1,1, ,2, , , ,14211,2.3,.704756948695972
100455,1,2,21514,1,36,1,5,U, ,8,3,2,1,3,2,2,2,2,2,2,1,8,7,2, ,1,2,1, , ,2,3,2,1,77,7,2,1,6,3,1,1, ,2, , , ,10312,1.53333333333333,.469837965797314
100457,1,1,21514,1,10,3,4,S,1, ,2,2,8,3,2,1,3,8,2,2,2,2,6,9, , ,5,1, , ,1,3,2,1,63,4,2,2,9,4,3,2, ,4, , , ,19720,1.2,.367699277580507
100459,1,1,21514,1,34,1,2,S,8, ,3,1,2,2,2,1,2,2,1,2,1,1,98,1, ,2,4,1, , ,2,1,2,2,41,8,2,1,9,4,3,2, ,5, , , ,08530,4.23333333333333,1.29716134035345
100461,1,1,21514,1,24,3,2,S,1, ,3,2,3,3,2,2,8,1,2,2,1,2,1,2, ,2,3,1, , ,1,3,2,1,79,6,2,1,6,3,1,2, ,4, , , ,21804,1,.306416064650422
100464,1,1,21514,1,26,2,2,S,1, ,2,3,2,4,8,2,8,2,2,2,2,2,98,1, ,1,1,2,2, ,1,3,2,2,96,3,2,2,1,1,1,2, ,2, , , ,48917,1.76666666666667,.54133504754908
100470,1,1,21514,1,13,3,1,S,2, ,3,3,4,4,2,2,2,2,1,2,2,2,98,1, ,1,2,1, , ,2,3,2,2,87,2,2,1,99,9,1,1, ,2, , , ,30752,2.33333333333333,.714970817517652
100471,1,2,21514,1,51,3,5,U, ,2,3,2,3,3,3,2,2,2,2,1,2,2,98,12, , ,6,2,1, ,2,3,2,1,50,4,2,1,5,2,1,3,1,3, , , ,23608,6.56666666666667,2.01213215787111
100473,1,1,21514,1,29,2,1,R,2, ,2,2,3,4,4,3,2,2,3,2,2,1,2,1, ,2,3,1, , ,1,3,2,2,80,4,2,1,99,9,1,1, ,2, , , ,63857,1,.306416064650422
100474,1,1,21514,1,42,1,2,S,1, ,8,3,3,4,3,1,8,2,1,2,2,2,98,98,8, ,9,9,9, ,9,3,9,2,99,9,9,9,99,9,1,9,9,9, , , ,17222,1.2,.367699277580507
100479,1,2,21514,1,37,3,4,U, ,1,1,1,2,4,1,2,2,3,1,2,1,2,98,1, ,2,1,1, , ,1,2,2,2,49,5,1,4,99,9,1,2, ,2, , , ,27529,1.73333333333333,.531121178727399
100480,1,1,21514,1,42,1,4,S,1, ,3,3,2,3,3,2,2,2,2,1,1,2,4,1, ,2,3,1, , ,3,3,2,2,65,4,2,1,7,4,1,2, ,3, , , ,18944,2.23333333333333,.68432921105261
100481,1,2,21514,1,6,4,5,S, ,2,3,1,2,2,2,1,2,2,2,2,2,2,5,2, ,1,6,2,2, ,1,3,1,2,37,4,2,2,6,3,1,9,9,9, , , ,93534,5.83333333333333,1.78742704379413
100482,1,1,21514,1,25,1,2,S,1, ,4,2,3,2,4,1,2,2,2,1,1,1,5,2, ,2,3,1, , ,2,1,1,1,49,6,2,1,8,4,1,2, ,4, , , ,01073,1.7,.520907309905718
100483,1,2,21514,1,6,4,1,U, ,2,2,2,4,4,2,2,8,3,2,2,1,2,98,1, ,1,1,1, , ,2,3,2,2,67,3,2,1,6,3,1,3,1,3, , , ,93312,1.93333333333333,.592404391657483
100484,1,1,21514,1,6,4,1,R,2, ,2,3,4,4,4,2,2,2,2,2,2,2,6,1, ,2,5,1, , ,1,3,1,2,71,3,2,1,4,2,1,2, ,3, , , ,95423,1.2,.367699277580507
100487,1,2,21514,1,48,3,5,U, ,2,1,2,8,4,1,1,1,1,1,2,2,1,2,1, ,1,1,1, , ,1,1,2,2,99,6,2,1,99,9,1,9,9,9, , , ,75062,1.16666666666667,.357485408758826
100491,1,2,21514,1,55,2,1,R, ,8,8,8,8,4,2,8,8,1,8,2,8,2,98,13, ,1,9,2,2, ,1,3,2,2,89,3,2,1,1,1,1,1, ,2, , , ,54868,1.93333333333333,.592404391657483
100492,1,1,21514,1,49,4,4,U,2, ,3,2,4,4,4,2,8,1,2,2,1,1,2,3, ,2,2,1, , ,2,2,2,1,72,6,2,1,6,3,1,1, ,1, , , ,84106,1.2,.367699277580507
100495,1,2,21514,1,6,4,5,U, ,8,1,1,4,1,4,1,1,1,3,2,1,2,97,12, , ,4,1, , ,3,1,2,1,53,3,1,2,9,4,1,3,9,3, , , ,94607,3.7,1.13373943920656
100496,1,1,21514,1,12,3,3,U,1, ,3,2,2,2,2,2,1,1,2,2,1,8,3,1, ,1,1,1, , ,2,2,1,1,48,6,1,5,1,1,1,3,1,2, , , ,32505,1.66666666666667,.510693441084037
100500,1,2,21514,1,29,2,1,R, ,2,2,1,2,3,3,2,1,1,1,2,1,2,5,1, ,2,6,2,1, ,3,3,1,2,23,4,2,1,2,1,1,3,9,8, , , ,65257,7.46666666666667,2.28790661605649
100501,1,1,21514,1,27,2,3,S,1, ,2,3,3,3,3,3,1,3,1,2,2,1,2,1, ,2,4,1, , ,1,3,2,2,63,3,2,1,3,1,1,2, ,5, , , ,55433,2.53333333333333,.776254030447737
100503,1,2,21514,1,32,4,1,R, ,2,4,2,4,3,3,1,2,1,1,1,1,2,4,1, ,1,4,1, , ,2,3,2,1,41,5,2,1,3,1,1,1, ,2, , , ,89460,3.06666666666667,.939675931594629
100504,1,1,21514,1,25,1,3,S,2, ,2,2,2,3,3,2,1,2,2,2,1,1,5,2, ,2,2,1, , ,2,2,1,2,47,6,2,1,8,4,1,2, ,4, , , ,01095,2.9,.888606587486225
100505,1,1,21514,1,13,3,5,S,1, ,2,2,3,3,3,1,2,8,2,2,1,2,98,1, ,2,2,1, , ,1,3,2,2,84,6,2,1,99,9,1,3,1,3, , , ,30341,1.16666666666667,.357485408758826
100507,1,2,21514,1,41,4,1,R, ,2,2,3,3,1,2,2,3,2,3,2,1,1,98,1, ,2,4,1, , ,1,3,2,2,75,4,2,1,99,9,1,3,9,2, , , ,97136,1,.306416064650422
100509,1,1,21514,1,41,4,2,U,1, ,2,3,3,4,4,1,2,1,1,2,1,2,4,1, ,1,5,1, , ,2,1,1,1,53,8,2,1,8,4,1,3,1,1, , , ,97333,1.6,.490265703440676
100511,1,2,21514,1,39,2,3,S, ,2,3,3,3,4,4,3,2,2,2,2,2,2,2,1, ,2,3,1, , ,1,1,1,1,53,3,2,1,99,4,1,3,9,3, , , ,45013,2.53333333333333,.776254030447737
100512,1,1,21514,1,6,4,4,S,1, ,2,4,2,3,2,1,2,1,1,1,1,2,4,2, ,2,2,1, , ,2,3,1,2,31,4,2,1,3,1,3,4,9,4, , , ,94402,4.53333333333333,1.38908615974858
100518,1,2,21514,1,24,3,5,U, ,2,2,2,3,2,2,3,3,1,1,2,1,2,6,1, ,2,1,1, , ,1,3,2,2,65,5,2,4,2,1,1,2, ,4, , , ,21201,1.26666666666667,.388127015223868
100521,1,2,21714,1,6,4,2,S, ,1,2,3,3,1,2,1,3,1,1,2,2,2,98,1, ,2,5,2,2, ,1,3,2,1,75,3,2,1,99,9,1,4,9,9, , , ,92596,1.86666666666667,.571976654014122
100524,1,1,21514,1,17,2,5,U,2, ,2,2,4,4,2,2,2,2,1,2,2,2,98,1, ,1,2,1, , ,1,3,2,1,71,3,2,2,2,1,1,3,2,3, , , ,60644,1.7,.520907309905718
100525,1,1,21514,1,6,4,2,S,1, ,4,3,4,4,4,1,1,1,2,1,1,1,4,2, ,2,4,1, , ,2,1,2,1,50,5,2,1,7,4,1,3,2,3, , , ,94952,2.4,.735398555161014
100533,1,1,21514,1,6,4,5,S,2, ,4,2,2,2,3,1,2,2,2,2,8,8,98,12, , ,4,1, , ,3,1,2,1,99,6,9,9,99,9,1,9,9,9, , , ,90262,1.83333333333333,.561762785192441
100534,1,2,21514,1,12,3,3,S, ,1,1,2,3,3,2,2,1,2,1,1,1,1,5,2, ,2,2,1, , ,2,3,2,1,85,4,2,1,7,4,1,1, ,2, , , ,34221,2.36666666666667,.725184686339333
100535,1,1,21514,1,36,1,5,U,8, ,1,3,4,4,4,2,2,8,1,2,2,2,97,1, ,2,3,1, , ,2,3,2,1,69,3,2,2,99,9,1,9,9,9, , , ,10466,2.66666666666667,.81710950573446
100536,1,2,21514,1,48,3,1,S, ,2,3,2,2,4,3,2,2,2,2,2,1,2,98,1, ,2,6,2,1, ,2,3,1,2,30,3,2,1,2,1,1,2, ,3, , , ,76522,6.86666666666667,2.10405697726623
100538,1,2,21514,1,22,3,1,R, ,8,5,2,4,4,4,2,1,1,2,8,2,1,98,1, ,1,2,2,2, ,1,3,2,2,74,2,2,2,9,4,3,2, ,2, , , ,70634,1.93333333333333,.592404391657483
100539,1,1,21514,1,1,3,3,U,1, ,3,3,3,4,3,3,2,1,2,2,1,1,2,1, ,1,2,1, , ,1,3,2,1,72,8,2,1,9,4,1,1, ,1, , , ,35802,1,.306416064650422
100542,1,1,21514,1,28,3,2,S,2, ,3,2,4,4,4,1,2,2,2,2,2,2,97,2, ,1,4,1, , ,6,1,2,2,65,3,2,1,7,4,1,3,1,1, , , ,38637,3.03333333333333,.929462062772948
100545,1,2,21514,1,37,3,2,S, ,1,2,2,2,4,3,8,1,2,2,2,8,2,98,1, ,1,2,2,2, ,2,3,2,2,72,3,2,1,4,2,1,3,2,3, , , ,27295,4.43333333333333,1.35844455328354
100547,1,2,21514,1,25,1,3,S, ,2,3,8,3,3,8,8,8,8,1,1,1,1,98,5, , ,5,1, , ,2,3,2,2,92,6,2,1,9,4,1,2, ,4, , , ,02534,1.46666666666667,.449410228153953
100550,1,1,21514,1,26,2,3,S,2, ,4,2,4,4,4,1,2,2,2,2,2,1,97,1, ,1,4,1, , ,4,3,1,2,44,3,2,1,2,1,1,3,9,3, , , ,48458,7.46666666666667,2.28790661605649
100551,1,2,21514,1,1,3,2,U, ,1,3,2,3,3,2,1,2,2,2,2,1,1,6,1, ,1,1,1, , ,1,1,2,1,61,8,2,1,8,4,1,1, ,2, , , ,35634,1,.306416064650422
100552,1,2,21614,2,25,1,4,S, ,2,1,2,1,1,2,1,1,1,2,2,1,1,97,2, ,2,2,1, , ,1,2,1,2,35,1,1,9,2,1,3,4,9,2, , , ,01841,3.56666666666667,1.09288396391984
100553,1,1,21514,2,48,3,3,U,1, ,2,3,2,4,2,9,9,1,9,2,2,2,98,2, ,2,2,2,2, ,2,3,2,2,72,1,1,1,1,1,9,2, ,4, , , ,79904,3.76666666666667,1.15416717684992
100554,1,1,21714,1,20,2,1,R,8, ,8,2,4,4,2,8,8,2,2,2,2,1,97,1, ,8,2,1, , ,1,3,2,2,86,4,2,1,1,1,1,1, ,3, , , ,67353,1,.306416064650422
100556,1,1,21514,1,25,1,3,S,1, ,4,2,2,3,4,2,2,1,2,1,1,1,98,12, , ,5,1, , ,2,3,2,2,65,6,2,1,99,9,1,2, ,4, , , ,02370,1.46666666666667,.449410228153953
100557,1,1,21514,1,9,1,4,S,1, ,1,2,1,2,8,8,1,1,1,2,1,2,2,2, ,2,5,2,2, ,2,3,2,1,68,3,2,1,2,1,1,3,2,3, , , ,06078,4.43333333333333,1.35844455328354
100558,1,2,21514,1,23,1,1,R, ,8,4,2,4,4,4,2,3,2,2,2,2,2,97,13, ,1,1,1, , ,1,2,2,2,79,8,2,1,1,1,1,3,9,2, , , ,04426,1,.306416064650422
100563,1,2,21514,1,28,3,1,R, ,8,3,8,4,4,3,2,1,2,8,2,1,1,98,1, ,1,1,1, , ,2,3,1,2,64,4,2,2,4,2,1,2, ,8, , , ,38834,2.5,.766040161626056
100564,1,1,21514,1,37,3,1,R,1, ,1,2,3,3,2,2,8,2,1,2,2,2,2,1, ,1,1,1, , ,1,1,2,2,59,6,2,1,5,2,1,2, ,2, , , ,27954,1.3,.398340884045549
100567,1,1,21514,1,54,3,1,S,1, ,3,2,3,3,3,3,2,2,2,1,2,2,97,1, ,1,1,1, , ,4,1,2,1,53,5,2,1,4,2,1,1, ,1, , , ,26141,3.56666666666667,1.09288396391984
100569,1,1,21514,1,29,2,1,R,1, ,2,2,3,3,2,2,2,2,2,2,2,2,98,2, ,2,5,2,2, ,1,3,2,1,65,3,2,1,99,9,3,2, ,4, , , ,65281,2,.612832129300845
100574,1,1,21514,1,36,1,5,S,1, ,1,1,1,1,3,1,1,1,2,2,1,2,1,2, ,2,6,1, , ,1,1,2,1,18,3,2,1,9,4,3,3,1,4, , , ,10567,1.76666666666667,.54133504754908
100575,1,2,21514,1,36,1,4,U, ,2,1,1,1,4,1,1,2,1,2,2,1,2,7,1, ,1,5,1, , ,1,3,2,1,61,3,2,2,2,1,1,2, ,5, , , ,14606,1.33333333333333,.40855475286723
100576,1,1,21514,1,34,1,4,S,8, ,2,1,1,1,2,1,1,8,1,8,1,8,4,1, ,8,4,1, , ,1,3,2,1,86,1,2,1,99,9,1,2, ,8, , , ,07738,1.5,.459624096975634
100578,1,2,21514,1,42,1,1,R, ,2,2,3,4,4,3,2,1,2,2,2,2,2,2,2, ,2,1,1, , ,2,3,2,2,78,4,2,1,4,2,1,2, ,3, , , ,15963,1.56666666666667,.480051834618995
100583,1,1,21514,1,37,3,1,R,2, ,4,2,4,4,4,2,2,2,2,2,2,2,97,1, ,1,2,2,2, ,2,3,2,2,62,3,2,1,1,1,1,4,9,2, , , ,28762,6.7,2.05298763315783
100584,1,1,21514,1,9,1,4,S,1, ,1,1,3,3,2,1,1,2,1,1,1,1,98,2, ,2,2,1, , ,1,1,2,1,99,8,2,1,5,2,1,3,1,3, , , ,06053,1,.306416064650422
100585,1,1,21514,1,37,3,4,U,1, ,3,2,3,3,2,2,2,1,2,1,1,2,98,1, ,1,2,1, , ,1,3,2,1,66,4,2,1,9,4,1,1, ,3, , , ,28216,1.33333333333333,.40855475286723
100586,1,2,21514,1,42,1,1,R, ,2,2,2,2,8,1,1,1,1,1,1,1,1,5,1, ,1,2,1, , ,1,3,2,1,99,6,2,1,99,1,3,2, ,2, , , ,18431,1,.306416064650422
100587,1,2,21514,1,24,3,5,U, ,2,1,3,4,4,3,2,2,1,2,2,2,2,2,1, ,2,3,1, , ,2,1,2,2,54,5,2,2,5,2,1,2, ,4, , , ,21239,4.43333333333333,1.35844455328354
100591,1,2,21514,1,23,1,2,S, ,2,2,2,4,4,2,2,2,2,3,1,1,2,99,1, ,2,6,1, , ,1,3,2,1,58,4,2,1,6,3,1,3,9,8, , , ,04087,1.06666666666667,.326843802293784
100592,1,2,21514,1,21,3,2,S, ,2,3,8,4,4,4,8,2,2,2,2,2,2,98,1, ,1,1,1, , ,2,3,2,2,66,4,2,1,8,4,1,1, ,2, , , ,40065,1.83333333333333,.561762785192441
100595,1,1,21514,1,39,2,5,U,8, ,3,8,3,3,3,2,2,2,2,2,2,2,97,12, , ,6,1, , ,2,3,2,2,68,8,2,1,3,1,1,3,2,5, , , ,44113,1.7,.520907309905718
100596,1,1,21514,1,27,2,3,S,1, ,2,2,3,2,3,1,2,8,2,2,1,2,98,2, ,2,4,2,1, ,2,3,2,2,79,5,2,1,7,4,1,3,1,1, , , ,55123,3.3,1.01117301334639
100600,1,1,21514,1,6,4,5,U,1, ,1,3,8,4,3,1,1,1,2,2,1,8,98,99,2, ,4,2,1, ,3,3,2,2,25,4,2,3,99,9,1,3,9,8, , , ,92606,7.46666666666667,2.28790661605649
100602,1,2,21514,1,35,4,1,S, ,1,4,2,2,3,2,2,1,2,2,2,1,2,7,13, ,1,5,1, , ,2,2,2,2,57,6,2,1,3,1,1,3,1,2, , , ,88008,1.73333333333333,.531121178727399
100603,1,2,21514,1,37,3,1,R, ,1,1,2,4,2,2,2,2,2,2,1,2,1,98,13, ,1,3,2,2, ,3,1,1,1,48,5,2,3,3,1,3,3,2,8, , , ,28135,6.4,1.9610628137627
100614,1,2,21514,2,6,4,5,S, ,1,8,2,8,3,8,2,2,2,2,2,1,2,98,2, ,2,3,2,1, ,6,2,2,1,19,2,1,1,99,9,3,3,9,4, , , ,90301,4.63333333333333,1.41972776621362
100615,1,2,21514,1,17,2,5,S, ,2,3,3,2,3,3,2,2,2,1,2,1,2,98,2, ,2,5,1, , ,1,2,2,1,51,5,2,1,1,1,1,4,2,4, , , ,60101,2.2,.674115342230929
100618,1,1,21614,2,6,4,2,S,2, ,2,5,2,1,1,1,2,1,1,1,2,2,98,2, ,2,3,1, , ,3,3,2,1,22,3,1,9,2,1,3,3,2,4, , , ,93930,1.73333333333333,.531121178727399
100620,1,1,21514,1,29,2,4,S,2, ,3,2,2,2,4,2,1,2,2,2,1,2,98,1, ,1,2,1, , ,2,1,1,1,42,8,2,1,99,9,1,2, ,4, , , ,64052,2.56666666666667,.786467899269418
100621,1,1,21514,1,5,3,2,U,1, ,1,2,3,3,3,1,8,2,2,2,1,1,6,1, ,1,3,1, , ,1,1,2,1,47,4,2,2,7,4,1,2, ,3, , , ,72703,1.63333333333333,.500479572262357
100622,1,2,21514,1,6,4,1,S, ,8,1,1,4,3,2,2,2,2,2,2,2,1,98,2, ,1,1,1, , ,1,3,2,2,60,8,2,1,3,1,1,2, ,2, , , ,93272,1.06666666666667,.326843802293784
100624,1,1,21514,1,31,2,2,U,1, ,2,4,8,4,8,1,8,2,8,2,2,2,98,8, , ,1,2,2, ,1,3,2,2,67,3,2,1,4,2,1,2, ,1, , , ,68504,1.96666666666667,.602618260479164
100625,1,1,21514,1,12,3,3,S,8, ,1,1,3,2,2,1,3,3,2,1,1,1,2,2, ,2,6,1, , ,1,3,2,1,68,4,2,1,6,3,1,3,1,2, , , ,34668,1.46666666666667,.449410228153953
100626,1,2,21514,1,6,4,1,R, ,2,3,2,3,2,3,3,2,3,2,2,1,2,5,1, ,1,2,1, , ,1,1,2,2,63,7,2,1,2,1,1,2, ,3, , , ,93514,1.06666666666667,.326843802293784
100628,1,1,21514,1,46,2,1,U,1, ,1,2,3,3,4,1,1,2,2,1,1,1,98,12, , ,5,1, , ,2,1,1,1,35,8,2,1,7,4,1,2, ,5, , , ,57058,2.23333333333333,.68432921105261
100630,1,1,21514,1,35,4,1,R,1, ,2,3,3,3,1,2,2,3,3,2,2,1,98,13, ,2,5,2,2, ,1,3,2,1,39,8,2,2,1,1,1,4,2,5, , , ,88101,1.66666666666667,.510693441084037
100632,1,2,21514,1,6,4,4,S, ,1,2,2,3,2,2,2,2,2,2,2,2,2,98,2, ,2,1,1, , ,1,3,2,1,62,8,2,1,4,2,1,2, ,3, , , ,94401,1,.306416064650422
100633,1,2,21514,1,48,3,4,U, ,2,2,1,3,3,3,1,2,1,8,2,1,2,5,7, , ,6,2,2, ,1,1,1,1,40,6,2,3,6,3,9,4,9,8, , , ,78240,2.13333333333333,.653687604587568
100635,1,1,21514,1,17,2,3,S,8, ,3,1,2,1,8,8,8,8,2,2,2,2,4,1, ,8,2,1, , ,1,1,1,1,34,4,2,9,6,3,1,1, ,2, , , ,62025,3.16666666666667,.970317538059671
100636,1,2,21514,1,28,3,2,U, ,8,2,3,4,4,2,1,2,2,2,2,1,2,98,1, ,1,3,2,2, ,1,3,2,2,66,3,2,2,2,1,1,4,2,3, , , ,39213,1.96666666666667,.602618260479164
100637,1,2,21514,2,6,4,3,U, ,2,2,2,4,2,2,1,1,1,1,1,1,2,98,2, ,2,2,1, , ,5,3,1,1,44,1,1,1,6,3,1,1, ,2, , , ,93033,4.3,1.31758907799682
100638,1,2,21514,1,53,4,2,S, ,1,4,2,4,4,3,2,2,2,2,2,2,2,2,1, ,1,2,1, , ,2,3,2,2,85,4,2,1,99,2,1,1, ,1, , , ,98258,1.5,.459624096975634
100640,1,1,21514,1,4,4,3,S,2, ,1,1,4,5,2,1,2,2,2,2,1,2,5,13, ,1,1,1, , ,3,1,1,1,44,4,2,1,5,2,3,3,9,3, , , ,85043,4.76666666666667,1.46058324150035
100641,1,1,21514,2,6,4,5,U,1, ,8,2,2,9,9,1,1,1,1,2,2,1,1,2, ,2,4,2,1, ,3,3,2,2,50,1,1,1,1,1,3,9,9,2, , , ,90008,7.46666666666667,2.28790661605649
100642,1,2,21514,1,6,4,5,S, ,2,1,1,1,2,1,1,1,1,1,1,1,2,4,2, ,1,4,1, , ,2,1,2,1,50,5,1,1,5,2,1,2, ,3, , , ,90255,2.3,.704756948695972
100643,1,1,21514,1,18,2,4,U,2, ,2,2,2,4,2,2,2,2,2,2,1,1,7,12, , ,3,1, , ,1,2,1,2,29,4,2,2,2,1,1,2, ,3, , , ,46406,2.76666666666667,.847751112199502
100652,1,2,21714,1,27,2,1,S, ,2,2,1,4,4,2,2,2,2,2,2,2,2,98,10, , ,6,1, , ,2,3,2,2,74,3,2,1,3,1,2,3,1,2, , , ,56529,2.1,.643473735765887
100655,1,2,21614,1,55,2,1,R, ,1,3,2,2,5,4,2,2,3,2,2,2,2,97,14, , ,5,2,2, ,1,3,2,2,75,3,2,1,2,1,1,3,1,1, , , ,54435,1.93333333333333,.592404391657483
100656,1,1,21614,1,1,3,1,S,1, ,3,2,3,4,3,2,2,3,2,2,2,2,97,13, ,1,4,1, , ,1,3,2,2,72,2,2,2,2,1,1,2, ,3, , , ,35646,1.3,.398340884045549
100661,1,2,21714,1,20,2,2,S, ,2,2,2,4,4,4,2,2,2,2,2,2,2,97,13, ,2,6,1, , ,2,1,1,1,44,7,2,1,9,4,1,3,9,3, , , ,66617,2.3,.704756948695972
100662,1,2,21614,1,48,3,1,S, ,2,2,2,2,3,2,1,1,1,2,1,1,2,7,2, ,2,2,1, , ,3,1,2,2,57,3,2,1,5,2,1,3,1,3, , , ,77535,4.56666666666667,1.39930002857026
100663,1,1,21614,1,37,3,2,R,8, ,4,3,3,3,8,2,2,2,2,2,8,2,98,1, ,2,4,1, , ,2,2,2,2,51,7,2,1,7,4,1,1, ,1, , , ,28327,2.76666666666667,.847751112199502
100665,1,1,21614,1,29,2,1,R,8, ,2,2,3,3,8,2,2,2,8,2,2,2,2,1, ,1,2,2,1, ,3,3,2,2,71,1,2,1,99,4,1,1, ,8, , , ,63736,5.2,1.5933635361822
100673,1,1,21614,1,17,2,5,S,8, ,2,2,2,4,2,2,1,1,2,1,2,2,2,1, ,1,2,2,2, ,1,3,2,1,99,5,2,1,3,1,2,3,9,2, , , ,60477,2.16666666666667,.663901473409249
100675,1,1,21614,1,12,3,2,U,1, ,3,2,3,2,2,1,1,2,2,2,1,2,2,7, , ,2,1, , ,1,1,2,2,48,3,2,1,99,2,1,2, ,4, , , ,32605,2.96666666666667,.909034325129587
100676,1,1,21614,1,32,4,2,U,1, ,2,1,3,4,3,8,1,1,2,1,1,1,4,1, ,2,5,1, , ,2,3,1,1,65,8,2,1,9,4,1,1, ,2, , , ,89044,1.06666666666667,.326843802293784
100677,1,2,21614,1,42,1,3,S, ,2,3,3,2,2,2,2,2,1,1,2,2,2,5,2, ,2,2,1, , ,2,1,2,1,50,4,2,1,99,9,1,1, ,3, , , ,18640,3.1,.949889800416309
100681,1,2,21614,1,18,2,3,U, ,2,4,2,4,4,2,2,1,2,1,2,2,1,97,1, ,1,4,2,2, ,3,3,2,1,73,3,2,5,3,1,1,1, ,3, , , ,46802,6.13333333333333,1.87935186318926
100682,1,1,21614,1,11,3,5,U,1, ,3,2,3,3,3,2,2,1,2,2,1,2,7,5, , ,4,1, , ,2,1,1,1,41,5,2,1,8,4,1,2, ,3, , , ,20009,5.2,1.5933635361822
100684,1,2,21614,1,48,3,2,U, ,2,3,3,3,3,3,1,1,2,8,2,1,2,4,11,1,1,5,2,2, ,1,3,2,2,54,5,2,1,2,1,1,1, ,2, , ,ASSEMBLY OF GOD,79707,3.3,1.01117301334639
100685,1,2,21614,1,25,1,3,S, ,8,3,2,4,4,8,8,2,2,2,2,2,2,98,1, ,2,2,2,2, ,1,3,2,1,90,3,2,1,2,1,1,4,2,4, , , ,01570,2.4,.735398555161014
100686,1,1,21614,1,41,4,1,R,8, ,3,2,3,2,3,3,8,2,2,2,2,2,6,2, ,2,2,1, , ,3,3,2,1,99,9,9,9,99,9,1,9,9,9, , , ,97633,1.3,.398340884045549
100689,1,2,21614,1,51,3,5,U, ,2,3,2,3,2,2,1,1,2,2,2,1,2,2,4, ,2,2,2,1, ,2,1,1,1,42,8,2,1,9,4,3,4,9,4, , , ,22201,5.73333333333333,1.75678543732909
100690,1,1,21614,1,8,4,1,R,1, ,2,2,3,1,3,2,1,2,1,2,2,2,98,1, ,2,6,1, , ,1,1,2,2,26,4,2,1,4,2,2,1, ,1, , , ,81226,2.46666666666667,.755826292804375
100692,1,1,21614,1,48,3,4,S,1, ,3,2,3,3,3,2,2,1,2,1,1,2,2,1, ,1,3,1, , ,2,3,1,1,48,8,2,1,7,4,1,3,1,1, , , ,78260,2.16666666666667,.663901473409249
100695,1,2,21614,1,32,4,1,U, ,2,3,1,4,4,4,1,2,2,2,2,1,2,98,2, ,2,4,1, , ,2,3,2,1,65,8,2,1,5,2,1,1, ,3, , , ,89503,1.03333333333333,.316629933472103
100696,1,1,21614,1,37,3,2,R,2, ,4,2,4,4,4,1,2,2,2,2,1,2,2,1, ,1,2,1, , ,2,3,2,2,49,4,2,1,6,3,1,1, ,1, , , ,27281,3.63333333333333,1.1133117015632
100699,1,2,21614,1,36,1,4,S, ,2,3,2,4,3,2,2,1,8,8,2,2,2,3,12, , ,6,1, , ,2,3,2,1,62,3,2,1,99,9,1,1, ,3, , , ,11768,2.4,.735398555161014
100700,1,2,21614,1,17,2,5,U, ,8,4,1,4,4,4,2,2,2,2,2,1,1,7,7, , ,6,1, , ,2,1,2,2,62,8,2,5,99,3,1,3,2,5, , , ,60641,2.16666666666667,.663901473409249
100705,1,2,21714,1,32,4,2,U, ,2,5,2,4,4,4,8,2,2,8,2,1,1,98,5, , ,5,1, , ,1,3,2,1,99,6,2,1,99,9,1,3,1,2, , , ,89012,1,.306416064650422
100707,1,2,21614,1,48,3,1,R, ,1,1,3,1,4,2,2,2,1,2,2,2,2,98,12, , ,6,2,1, ,4,3,2,1,23,2,1,6,1,1,3,4,1,1,MEXICAN, , ,79720,4.03333333333333,1.23587812742337
100708,1,1,21614,1,37,3,2,R,1, ,4,4,4,2,4,2,2,2,2,2,2,2,98,1, ,1,2,1, , ,2,3,2,2,72,4,2,9,99,9,1,9,9,9, , , ,28557,1.83333333333333,.561762785192441
100712,1,2,21614,1,27,2,1,R, ,1,4,2,3,4,2,2,2,2,2,2,2,2,98,1, ,1,2,1, , ,2,2,2,1,74,5,2,1,3,1,1,1, ,1, , , ,56601,1.7,.520907309905718
100713,1,1,21614,1,39,2,2,R,1, ,4,4,4,4,4,2,2,2,1,2,1,2,97,12, , ,6,2,2, ,1,3,9,1,52,3,2,5,2,1,1,4,9,5, , , ,45648,2.53333333333333,.776254030447737
100714,1,1,21614,1,26,2,5,U,2, ,2,2,3,4,2,2,2,2,2,2,2,2,98,1, ,1,2,1, , ,2,2,2,2,50,5,2,2,7,4,1,2, ,3, , , ,48219,4,1.22566425860169
